verse_id,ayah_key,entity_id,mention_text,mention_type,confidence_score
783,5:114,27,مريم,direct,1.00
784,5:115,1,الله,direct,1.00
785,5:116,1,الله,direct,1.00
785,5:116,25,عيسى,direct,1.00
785,5:116,27,مريم,direct,1.00
786,5:117,1,الله,direct,1.00
788,5:119,1,الله,direct,1.00
792,6:3,1,الله,direct,1.00
801,6:12,107,يوم القيامة,direct,1.00
803,6:14,1,الله,direct,1.00
806,6:17,1,الله,direct,1.00
808,6:19,1,الله,direct,1.00
808,6:19,80,القرآن,direct,1.00
810,6:21,1,الله,direct,1.00
816,6:27,97,النار,direct,1.00
820,6:31,1,الله,direct,1.00
822,6:33,1,الله,direct,1.00
823,6:34,1,الله,direct,1.00
824,6:35,1,الله,direct,1.00
825,6:36,1,الله,direct,1.00
826,6:37,1,الله,direct,1.00
828,6:39,1,الله,direct,1.00
829,6:40,1,الله,direct,1.00
832,6:43,53,الشيطان,direct,1.00
835,6:46,1,الله,direct,1.00
836,6:47,1,الله,direct,1.00
839,6:50,1,الله,direct,1.00
842,6:53,1,الله,direct,1.00
845,6:56,1,الله,direct,1.00
851,6:62,1,الله,direct,1.00
853,6:64,1,الله,direct,1.00
857,6:68,53,الشيطان,direct,1.00
859,6:70,1,الله,direct,1.00
860,6:71,1,الله,direct,1.00
863,6:74,7,إبراهيم,direct,1.00
863,6:74,34,آزر,direct,1.00
864,6:75,7,إبراهيم,direct,1.00
869,6:80,1,الله,direct,1.00
872,6:83,7,إبراهيم,direct,1.00
873,6:84,10,إسحاق,direct,1.00
877,6:88,1,الله,direct,1.00
879,6:90,1,الله,direct,1.00
880,6:91,1,الله,direct,1.00
880,6:91,14,موسى,direct,1.00
882,6:93,1,الله,direct,1.00
884,6:95,1,الله,direct,1.00
889,6:100,54,الجن,direct,1.00
891,6:102,1,الله,direct,1.00
896,6:107,1,الله,direct,1.00
897,6:108,1,الله,direct,1.00
898,6:109,1,الله,direct,1.00
900,6:111,1,الله,direct,1.00
900,6:111,51,الملائكة,direct,1.00
903,6:114,1,الله,direct,1.00
905,6:116,1,الله,direct,1.00
907,6:118,1,الله,direct,1.00
908,6:119,1,الله,direct,1.00
910,6:121,1,الله,direct,1.00
913,6:124,1,الله,direct,1.00
914,6:125,1,الله,direct,1.00
917,6:128,1,الله,direct,1.00
917,6:128,54,الجن,direct,1.00
917,6:128,97,النار,direct,1.00
919,6:130,54,الجن,direct,1.00
925,6:136,1,الله,direct,1.00
926,6:137,1,الله,direct,1.00
927,6:138,1,الله,direct,1.00
929,6:140,1,الله,direct,1.00
931,6:142,1,الله,direct,1.00
931,6:142,53,الشيطان,direct,1.00
933,6:144,1,الله,direct,1.00
934,6:145,1,الله,direct,1.00
934,6:145,57,عاد,direct,1.00
937,6:148,1,الله,direct,1.00
939,6:150,1,الله,direct,1.00
940,6:151,1,الله,direct,1.00
941,6:152,1,الله,direct,1.00
943,6:154,14,موسى,direct,1.00
946,6:157,1,الله,direct,1.00
947,6:158,51,الملائكة,direct,1.00
948,6:159,1,الله,direct,1.00
950,6:161,7,إبراهيم,direct,1.00
953,6:164,1,الله,direct,1.00
965,7:11,52,إبليس,direct,1.00
973,7:19,2,آدم,direct,1.00
974,7:20,53,الشيطان,direct,1.00
976,7:22,53,الشيطان,direct,1.00
980,7:26,1,الله,direct,1.00
980,7:26,2,آدم,direct,1.00
980,7:26,154,بني آدم,direct,1.00
981,7:27,2,آدم,direct,1.00
981,7:27,53,الشيطان,direct,1.00
981,7:27,154,بني آدم,direct,1.00
982,7:28,1,الله,direct,1.00
984,7:30,1,الله,direct,1.00
985,7:31,2,آدم,direct,1.00
985,7:31,154,بني آدم,direct,1.00
986,7:32,1,الله,direct,1.00
986,7:32,107,يوم القيامة,direct,1.00
987,7:33,1,الله,direct,1.00
989,7:35,2,آدم,direct,1.00
989,7:35,154,بني آدم,direct,1.00
990,7:36,97,النار,direct,1.00
991,7:37,1,الله,direct,1.00
992,7:38,54,الجن,direct,1.00
992,7:38,97,النار,direct,1.00
996,7:42,175,أصحاب الجنة,direct,1.00
997,7:43,1,الله,direct,1.00
998,7:44,1,الله,direct,1.00
998,7:44,97,النار,direct,1.00
998,7:44,175,أصحاب الجنة,direct,1.00
999,7:45,1,الله,direct,1.00
1000,7:46,98,الأعراف,direct,1.00
1000,7:46,175,أصحاب الجنة,direct,1.00
1001,7:47,97,النار,direct,1.00
1002,7:48,98,الأعراف,direct,1.00
1003,7:49,1,الله,direct,1.00
1004,7:50,1,الله,direct,1.00
1004,7:50,97,النار,direct,1.00
1004,7:50,175,أصحاب الجنة,direct,1.00
1008,7:54,1,الله,direct,1.00
1008,7:54,217,العرش,direct,1.00
1010,7:56,1,الله,direct,1.00
1013,7:59,1,الله,direct,1.00
1016,7:62,1,الله,direct,1.00
1019,7:65,1,الله,direct,1.00
1019,7:65,57,عاد,direct,1.00
1023,7:69,1,الله,direct,1.00
1023,7:69,4,نوح,direct,1.00
1023,7:69,56,قوم نوح,direct,1.00
1024,7:70,1,الله,direct,1.00
1025,7:71,1,الله,direct,1.00
1027,7:73,1,الله,direct,1.00
1027,7:73,58,ثمود,direct,1.00
1028,7:74,1,الله,direct,1.00
1028,7:74,57,عاد,direct,1.00
1028,7:74,164,الجبال,direct,1.00
1031,7:77,6,صالح,direct,1.00
1034,7:80,161,أُحد,direct,1.00
1039,7:85,1,الله,direct,1.00
1039,7:85,216,مدين,direct,1.00
1040,7:86,1,الله,direct,1.00
1041,7:87,1,الله,direct,1.00
1042,7:88,13,شعيب,direct,1.00
1043,7:89,1,الله,direct,1.00
1053,7:99,1,الله,direct,1.00
1055,7:101,1,الله,direct,1.00
1057,7:103,14,موسى,direct,1.00
1057,7:103,31,فرعون,direct,1.00
1058,7:104,14,موسى,direct,1.00
1058,7:104,31,فرعون,direct,1.00
1059,7:105,1,الله,direct,1.00
1059,7:105,123,إسرائيل,direct,1.00
1063,7:109,31,فرعون,direct,1.00
1063,7:109,79,قوم فرعون,direct,1.00
1067,7:113,31,فرعون,direct,1.00
1067,7:113,150,السحرة,direct,1.00
1069,7:115,14,موسى,direct,1.00
1071,7:117,14,موسى,direct,1.00
1074,7:120,150,السحرة,direct,1.00
1076,7:122,14,موسى,direct,1.00
1077,7:123,31,فرعون,direct,1.00
1077,7:123,88,المدينة,direct,1.00
1081,7:127,14,موسى,direct,1.00
1081,7:127,31,فرعون,direct,1.00
1081,7:127,79,قوم فرعون,direct,1.00
1082,7:128,14,موسى,direct,1.00
1084,7:130,31,فرعون,direct,1.00
1084,7:130,77,آل فرعون,direct,1.00
1085,7:131,1,الله,direct,1.00
1087,7:133,106,الطوفان,direct,1.00
1088,7:134,14,موسى,direct,1.00
1088,7:134,123,إسرائيل,direct,1.00
1091,7:137,31,فرعون,direct,1.00
1091,7:137,123,إسرائيل,direct,1.00
1092,7:138,14,موسى,direct,1.00
1092,7:138,123,إسرائيل,direct,1.00
1092,7:138,163,البحر,direct,1.00
1094,7:140,1,الله,direct,1.00
1095,7:141,31,فرعون,direct,1.00
1095,7:141,77,آل فرعون,direct,1.00
1096,7:142,14,موسى,direct,1.00
1096,7:142,15,هارون,direct,1.00
1097,7:143,14,موسى,direct,1.00
1098,7:144,14,موسى,direct,1.00
1099,7:145,86,الألواح,direct,1.00
1102,7:148,14,موسى,direct,1.00
1104,7:150,14,موسى,direct,1.00
1104,7:150,86,الألواح,direct,1.00
1106,7:152,115,العجل,direct,1.00
1108,7:154,14,موسى,direct,1.00
1108,7:154,86,الألواح,direct,1.00
1109,7:155,14,موسى,direct,1.00
1111,7:157,81,التوراة,direct,1.00
1112,7:158,1,الله,direct,1.00
1112,7:158,24,يحيى,direct,1.00
1113,7:159,14,موسى,direct,1.00
1114,7:160,14,موسى,direct,1.00
1114,7:160,102,الحجر,direct,1.00
1114,7:160,204,المنّ والسلوى,direct,1.00
1114,7:160,205,الغمام,direct,1.00
1117,7:163,163,البحر,direct,1.00
1118,7:164,1,الله,direct,1.00
1121,7:167,107,يوم القيامة,direct,1.00
1123,7:169,1,الله,direct,1.00
1126,7:172,2,آدم,direct,1.00
1126,7:172,107,يوم القيامة,direct,1.00
1126,7:172,154,بني آدم,direct,1.00
1129,7:175,53,الشيطان,direct,1.00
1132,7:178,1,الله,direct,1.00
1133,7:179,54,الجن,direct,1.00
1138,7:184,96,جنة,direct,1.00
1139,7:185,1,الله,direct,1.00
1140,7:186,1,الله,direct,1.00
1141,7:187,1,الله,direct,1.00
1142,7:188,1,الله,direct,1.00
1143,7:189,1,الله,direct,1.00
1144,7:190,1,الله,direct,1.00
1148,7:194,1,الله,direct,1.00
1150,7:196,1,الله,direct,1.00
1154,7:200,53,الشيطان,direct,1.00
1155,7:201,53,الشيطان,direct,1.00
1158,7:204,80,القرآن,direct,1.00
1161,8:1,1,الله,direct,1.00
1162,8:2,1,الله,direct,1.00
1167,8:7,1,الله,direct,1.00
1169,8:9,51,الملائكة,direct,1.00
1170,8:10,1,الله,direct,1.00
1171,8:11,53,الشيطان,direct,1.00
1172,8:12,51,الملائكة,direct,1.00
1173,8:13,1,الله,direct,1.00
1174,8:14,97,النار,direct,1.00
1176,8:16,1,الله,direct,1.00
1177,8:17,1,الله,direct,1.00
1178,8:18,1,الله,direct,1.00
1179,8:19,1,الله,direct,1.00
1180,8:20,1,الله,direct,1.00
1182,8:22,1,الله,direct,1.00
1183,8:23,1,الله,direct,1.00
1184,8:24,1,الله,direct,1.00
1185,8:25,1,الله,direct,1.00
1187,8:27,1,الله,direct,1.00
1188,8:28,1,الله,direct,1.00
1189,8:29,1,الله,direct,1.00
1190,8:30,1,الله,direct,1.00
1193,8:33,1,الله,direct,1.00
1194,8:34,1,الله,direct,1.00
1194,8:34,95,المسجد الحرام,direct,1.00
1196,8:36,1,الله,direct,1.00
1197,8:37,1,الله,direct,1.00
1199,8:39,1,الله,direct,1.00
1200,8:40,1,الله,direct,1.00
1201,8:41,85,الفرقان,direct,1.00
1202,8:42,1,الله,direct,1.00
1203,8:43,1,الله,direct,1.00
1204,8:44,1,الله,direct,1.00
1205,8:45,1,الله,direct,1.00
1206,8:46,1,الله,direct,1.00
1207,8:47,1,الله,direct,1.00
1208,8:48,1,الله,direct,1.00
1208,8:48,53,الشيطان,direct,1.00
1209,8:49,1,الله,direct,1.00
1209,8:49,69,المنافقون,direct,1.00
1210,8:50,51,الملائكة,direct,1.00
1211,8:51,1,الله,direct,1.00
1212,8:52,1,الله,direct,1.00
1212,8:52,31,فرعون,direct,1.00
1212,8:52,77,آل فرعون,direct,1.00
1213,8:53,1,الله,direct,1.00
1214,8:54,31,فرعون,direct,1.00
1214,8:54,77,آل فرعون,direct,1.00
1215,8:55,1,الله,direct,1.00
1218,8:58,1,الله,direct,1.00
1220,8:60,1,الله,direct,1.00
1221,8:61,1,الله,direct,1.00
1222,8:62,1,الله,direct,1.00
1223,8:63,1,الله,direct,1.00
1224,8:64,1,الله,direct,1.00
1226,8:66,1,الله,direct,1.00
1228,8:68,1,الله,direct,1.00
1229,8:69,1,الله,direct,1.00
1230,8:70,1,الله,direct,1.00
1231,8:71,1,الله,direct,1.00
1232,8:72,1,الله,direct,1.00
1234,8:74,1,الله,direct,1.00
1235,8:75,1,الله,direct,1.00
1236,9:1,1,الله,direct,1.00
1237,9:2,1,الله,direct,1.00
1238,9:3,1,الله,direct,1.00
1239,9:4,1,الله,direct,1.00
1240,9:5,1,الله,direct,1.00
1241,9:6,1,الله,direct,1.00
1241,9:6,161,أُحد,direct,1.00
1242,9:7,1,الله,direct,1.00
1242,9:7,95,المسجد الحرام,direct,1.00
1244,9:9,1,الله,direct,1.00
1249,9:14,1,الله,direct,1.00
1250,9:15,1,الله,direct,1.00
1251,9:16,1,الله,direct,1.00
1252,9:17,1,الله,direct,1.00
1252,9:17,97,النار,direct,1.00
1253,9:18,1,الله,direct,1.00
1254,9:19,1,الله,direct,1.00
1254,9:19,95,المسجد الحرام,direct,1.00
1255,9:20,1,الله,direct,1.00
1257,9:22,1,الله,direct,1.00
1259,9:24,1,الله,direct,1.00
1260,9:25,1,الله,direct,1.00
1260,9:25,93,حنين,direct,1.00
1261,9:26,1,الله,direct,1.00
1262,9:27,1,الله,direct,1.00
1263,9:28,1,الله,direct,1.00
1263,9:28,71,المشركون,direct,1.00
1263,9:28,95,المسجد الحرام,direct,1.00
1264,9:29,1,الله,direct,1.00
1265,9:30,1,الله,direct,1.00
1265,9:30,155,عزير,direct,1.00
1265,9:30,207,اليهود,direct,1.00
1265,9:30,208,النصارى,direct,1.00
1266,9:31,1,الله,direct,1.00
1266,9:31,27,مريم,direct,1.00
1267,9:32,1,الله,direct,1.00
1268,9:33,71,المشركون,direct,1.00
1269,9:34,1,الله,direct,1.00
1271,9:36,1,الله,direct,1.00
1272,9:37,1,الله,direct,1.00
1273,9:38,1,الله,direct,1.00
1275,9:40,1,الله,direct,1.00
1276,9:41,1,الله,direct,1.00
1278,9:43,1,الله,direct,1.00
1281,9:46,1,الله,direct,1.00
1283,9:48,1,الله,direct,1.00
1286,9:51,1,الله,direct,1.00
1287,9:52,1,الله,direct,1.00
1290,9:55,1,الله,direct,1.00
1294,9:59,1,الله,direct,1.00
1295,9:60,1,الله,direct,1.00
1296,9:61,1,الله,direct,1.00
1298,9:63,1,الله,direct,1.00
1299,9:64,1,الله,direct,1.00
1299,9:64,69,المنافقون,direct,1.00
1302,9:67,1,الله,direct,1.00
1302,9:67,69,المنافقون,direct,1.00
1303,9:68,1,الله,direct,1.00
1305,9:70,1,الله,direct,1.00
1305,9:70,4,نوح,direct,1.00
1305,9:70,7,إبراهيم,direct,1.00
1305,9:70,56,قوم نوح,direct,1.00
1305,9:70,216,مدين,direct,1.00
1306,9:71,1,الله,direct,1.00
1307,9:72,1,الله,direct,1.00
1309,9:74,1,الله,direct,1.00
1310,9:75,1,الله,direct,1.00
1312,9:77,1,الله,direct,1.00
1313,9:78,1,الله,direct,1.00
1314,9:79,1,الله,direct,1.00
1315,9:80,1,الله,direct,1.00
1316,9:81,1,الله,direct,1.00
1318,9:83,1,الله,direct,1.00
1319,9:84,161,أُحد,direct,1.00
1320,9:85,1,الله,direct,1.00
1324,9:89,1,الله,direct,1.00
1325,9:90,1,الله,direct,1.00
1325,9:90,211,الأعراب,direct,1.00
1328,9:93,1,الله,direct,1.00
1329,9:94,1,الله,direct,1.00
1331,9:96,1,الله,direct,1.00
1332,9:97,1,الله,direct,1.00
1332,9:97,211,الأعراب,direct,1.00
1333,9:98,211,الأعراب,direct,1.00
1334,9:99,1,الله,direct,1.00
1334,9:99,211,الأعراب,direct,1.00
1335,9:100,1,الله,direct,1.00
1336,9:101,88,المدينة,direct,1.00
1336,9:101,211,الأعراب,direct,1.00
1337,9:102,1,الله,direct,1.00
1339,9:104,1,الله,direct,1.00
1340,9:105,1,الله,direct,1.00
1341,9:106,1,الله,direct,1.00
1342,9:107,1,الله,direct,1.00
1344,9:109,1,الله,direct,1.00
1346,9:111,1,الله,direct,1.00
1346,9:111,81,التوراة,direct,1.00
1347,9:112,1,الله,direct,1.00
1349,9:114,7,إبراهيم,direct,1.00
1350,9:115,1,الله,direct,1.00
1351,9:116,1,الله,direct,1.00
1351,9:116,24,يحيى,direct,1.00
1352,9:117,1,الله,direct,1.00
1353,9:118,1,الله,direct,1.00
1354,9:119,1,الله,direct,1.00
1355,9:120,1,الله,direct,1.00
1355,9:120,6,صالح,direct,1.00
1355,9:120,88,المدينة,direct,1.00
1355,9:120,211,الأعراب,direct,1.00
1356,9:121,1,الله,direct,1.00
1358,9:123,1,الله,direct,1.00
1362,9:127,1,الله,direct,1.00
1362,9:127,161,أُحد,direct,1.00
1364,9:129,1,الله,direct,1.00
1364,9:129,217,العرش,direct,1.00
1367,10:3,1,الله,direct,1.00
1367,10:3,217,العرش,direct,1.00
1368,10:4,1,الله,direct,1.00
1369,10:5,1,الله,direct,1.00
1370,10:6,1,الله,direct,1.00
1372,10:8,97,النار,direct,1.00
1375,10:11,1,الله,direct,1.00
1380,10:16,1,الله,direct,1.00
1381,10:17,1,الله,direct,1.00
1382,10:18,1,الله,direct,1.00
1385,10:21,1,الله,direct,1.00
1386,10:22,1,الله,direct,1.00
1390,10:26,175,أصحاب الجنة,direct,1.00
1391,10:27,1,الله,direct,1.00
1391,10:27,97,النار,direct,1.00
1394,10:30,1,الله,direct,1.00
1395,10:31,1,الله,direct,1.00
1396,10:32,1,الله,direct,1.00
1398,10:34,1,الله,direct,1.00
1399,10:35,1,الله,direct,1.00
1400,10:36,1,الله,direct,1.00
1401,10:37,1,الله,direct,1.00
1401,10:37,80,القرآن,direct,1.00
1402,10:38,1,الله,direct,1.00
1408,10:44,1,الله,direct,1.00
1409,10:45,1,الله,direct,1.00
1410,10:46,1,الله,direct,1.00
1413,10:49,1,الله,direct,1.00
1419,10:55,1,الله,direct,1.00
1420,10:56,24,يحيى,direct,1.00
1422,10:58,1,الله,direct,1.00
1423,10:59,1,الله,direct,1.00
1424,10:60,1,الله,direct,1.00
1424,10:60,107,يوم القيامة,direct,1.00
1426,10:62,1,الله,direct,1.00
1428,10:64,1,الله,direct,1.00
1430,10:66,1,الله,direct,1.00
1432,10:68,1,الله,direct,1.00
1433,10:69,1,الله,direct,1.00
1435,10:71,1,الله,direct,1.00
1435,10:71,4,نوح,direct,1.00
1436,10:72,1,الله,direct,1.00
1439,10:75,14,موسى,direct,1.00
1439,10:75,31,فرعون,direct,1.00
1441,10:77,14,موسى,direct,1.00
1443,10:79,31,فرعون,direct,1.00
1444,10:80,14,موسى,direct,1.00
1444,10:80,150,السحرة,direct,1.00
1445,10:81,1,الله,direct,1.00
1445,10:81,14,موسى,direct,1.00
1446,10:82,1,الله,direct,1.00
1447,10:83,31,فرعون,direct,1.00
1448,10:84,14,موسى,direct,1.00
1449,10:85,1,الله,direct,1.00
1451,10:87,14,موسى,direct,1.00
1452,10:88,14,موسى,direct,1.00
1452,10:88,31,فرعون,direct,1.00
1454,10:90,31,فرعون,direct,1.00
1454,10:90,55,بنو إسرائيل,direct,1.00
1454,10:90,123,إسرائيل,direct,1.00
1454,10:90,163,البحر,direct,1.00
1457,10:93,107,يوم القيامة,direct,1.00
1457,10:93,123,إسرائيل,direct,1.00
1459,10:95,1,الله,direct,1.00
1462,10:98,20,يونس,direct,1.00
1464,10:100,1,الله,direct,1.00
1468,10:104,1,الله,direct,1.00
1470,10:106,1,الله,direct,1.00
1471,10:107,1,الله,direct,1.00
1473,10:109,1,الله,direct,1.00
1475,11:2,1,الله,direct,1.00
1477,11:4,1,الله,direct,1.00
1479,11:6,1,الله,direct,1.00
1486,11:13,1,الله,direct,1.00
1487,11:14,1,الله,direct,1.00
1489,11:16,97,النار,direct,1.00
1490,11:17,14,موسى,direct,1.00
1491,11:18,1,الله,direct,1.00
1492,11:19,1,الله,direct,1.00
1493,11:20,1,الله,direct,1.00
1496,11:23,175,أصحاب الجنة,direct,1.00
1499,11:26,1,الله,direct,1.00
1502,11:29,1,الله,direct,1.00
1503,11:30,1,الله,direct,1.00
1504,11:31,1,الله,direct,1.00
1505,11:32,4,نوح,direct,1.00
1506,11:33,1,الله,direct,1.00
1507,11:34,1,الله,direct,1.00
1509,11:36,4,نوح,direct,1.00
1514,11:41,1,الله,direct,1.00
1515,11:42,4,نوح,direct,1.00
1516,11:43,1,الله,direct,1.00
1517,11:44,214,الجودي,direct,1.00
1518,11:45,4,نوح,direct,1.00
1519,11:46,4,نوح,direct,1.00
1519,11:46,6,صالح,direct,1.00
1521,11:48,4,نوح,direct,1.00
1523,11:50,1,الله,direct,1.00
1523,11:50,57,عاد,direct,1.00
1526,11:53,5,هود,direct,1.00
1527,11:54,1,الله,direct,1.00
1529,11:56,1,الله,direct,1.00
1532,11:59,57,عاد,direct,1.00
1533,11:60,5,هود,direct,1.00
1534,11:61,1,الله,direct,1.00
1534,11:61,58,ثمود,direct,1.00
1535,11:62,6,صالح,direct,1.00
1536,11:63,1,الله,direct,1.00
1537,11:64,1,الله,direct,1.00
1541,11:68,58,ثمود,direct,1.00
1542,11:69,7,إبراهيم,direct,1.00
1543,11:70,8,لوط,direct,1.00
1543,11:70,59,قوم لوط,direct,1.00
1544,11:71,10,إسحاق,direct,1.00
1544,11:71,11,يعقوب,direct,1.00
1546,11:73,1,الله,direct,1.00
1547,11:74,7,إبراهيم,direct,1.00
1547,11:74,8,لوط,direct,1.00
1547,11:74,59,قوم لوط,direct,1.00
1548,11:75,7,إبراهيم,direct,1.00
1549,11:76,7,إبراهيم,direct,1.00
1551,11:78,1,الله,direct,1.00
1554,11:81,8,لوط,direct,1.00
1554,11:81,161,أُحد,direct,1.00
1557,11:84,1,الله,direct,1.00
1557,11:84,216,مدين,direct,1.00
1559,11:86,1,الله,direct,1.00
1560,11:87,13,شعيب,direct,1.00
1562,11:89,4,نوح,direct,1.00
1562,11:89,5,هود,direct,1.00
1562,11:89,6,صالح,direct,1.00
1562,11:89,8,لوط,direct,1.00
1562,11:89,56,قوم نوح,direct,1.00
1562,11:89,59,قوم لوط,direct,1.00
1564,11:91,13,شعيب,direct,1.00
1565,11:92,1,الله,direct,1.00
1568,11:95,58,ثمود,direct,1.00
1569,11:96,14,موسى,direct,1.00
1570,11:97,31,فرعون,direct,1.00
1571,11:98,97,النار,direct,1.00
1571,11:98,107,يوم القيامة,direct,1.00
1574,11:101,1,الله,direct,1.00
1579,11:106,97,النار,direct,1.00
1583,11:110,14,موسى,direct,1.00
1586,11:113,1,الله,direct,1.00
1586,11:113,97,النار,direct,1.00
1588,11:115,1,الله,direct,1.00
1599,12:3,80,القرآن,direct,1.00
1600,12:4,12,يوسف,direct,1.00
1600,12:4,161,أُحد,direct,1.00
1601,12:5,53,الشيطان,direct,1.00
1602,12:6,7,إبراهيم,direct,1.00
1602,12:6,11,يعقوب,direct,1.00
1603,12:7,12,يوسف,direct,1.00
1605,12:9,12,يوسف,direct,1.00
1606,12:10,12,يوسف,direct,1.00
1607,12:11,12,يوسف,direct,1.00
1609,12:13,170,الذئب,direct,1.00
1610,12:14,170,الذئب,direct,1.00
1613,12:17,12,يوسف,direct,1.00
1613,12:17,170,الذئب,direct,1.00
1617,12:21,89,مصر,direct,1.00
1619,12:23,1,الله,direct,1.00
1625,12:29,12,يوسف,direct,1.00
1626,12:30,88,المدينة,direct,1.00
1632,12:36,146,الطير,direct,1.00
1634,12:38,1,الله,direct,1.00
1634,12:38,7,إبراهيم,direct,1.00
1635,12:39,1,الله,direct,1.00
1636,12:40,1,الله,direct,1.00
1637,12:41,146,الطير,direct,1.00
1638,12:42,53,الشيطان,direct,1.00
1642,12:46,12,يوسف,direct,1.00
1647,12:51,12,يوسف,direct,1.00
1648,12:52,1,الله,direct,1.00
1654,12:58,12,يوسف,direct,1.00
1654,12:58,129,إخوة يوسف,direct,1.00
1662,12:66,1,الله,direct,1.00
1663,12:67,1,الله,direct,1.00
1664,12:68,1,الله,direct,1.00
1664,12:68,11,يعقوب,direct,1.00
1665,12:69,12,يوسف,direct,1.00
1672,12:76,1,الله,direct,1.00
1673,12:77,12,يوسف,direct,1.00
1675,12:79,1,الله,direct,1.00
1676,12:80,1,الله,direct,1.00
1676,12:80,12,يوسف,direct,1.00
1679,12:83,1,الله,direct,1.00
1680,12:84,12,يوسف,direct,1.00
1681,12:85,12,يوسف,direct,1.00
1682,12:86,1,الله,direct,1.00
1683,12:87,1,الله,direct,1.00
1683,12:87,12,يوسف,direct,1.00
1684,12:88,1,الله,direct,1.00
1686,12:90,1,الله,direct,1.00
1686,12:90,12,يوسف,direct,1.00
1687,12:91,1,الله,direct,1.00
1688,12:92,1,الله,direct,1.00
1690,12:94,12,يوسف,direct,1.00
1692,12:96,1,الله,direct,1.00
1695,12:99,1,الله,direct,1.00
1695,12:99,12,يوسف,direct,1.00
1695,12:99,89,مصر,direct,1.00
1696,12:100,53,الشيطان,direct,1.00
1696,12:100,217,العرش,direct,1.00
1703,12:107,1,الله,direct,1.00
1704,12:108,1,الله,direct,1.00
1709,13:2,1,الله,direct,1.00
1709,13:2,217,العرش,direct,1.00
1712,13:5,97,النار,direct,1.00
1715,13:8,1,الله,direct,1.00
1718,13:11,1,الله,direct,1.00
1720,13:13,1,الله,direct,1.00
1723,13:16,1,الله,direct,1.00
1724,13:17,1,الله,direct,1.00
1724,13:17,97,النار,direct,1.00
1727,13:20,1,الله,direct,1.00
1728,13:21,1,الله,direct,1.00
1732,13:25,1,الله,direct,1.00
1733,13:26,1,الله,direct,1.00
1734,13:27,1,الله,direct,1.00
1735,13:28,1,الله,direct,1.00
1736,13:29,228,طوبى,direct,1.00
1738,13:31,1,الله,direct,1.00
1738,13:31,164,الجبال,direct,1.00
1740,13:33,1,الله,direct,1.00
1741,13:34,1,الله,direct,1.00
1742,13:35,97,النار,direct,1.00
1743,13:36,1,الله,direct,1.00
1744,13:37,1,الله,direct,1.00
1745,13:38,1,الله,direct,1.00
1746,13:39,1,الله,direct,1.00
1752,14:2,1,الله,direct,1.00
1753,14:3,1,الله,direct,1.00
1754,14:4,1,الله,direct,1.00
1755,14:5,1,الله,direct,1.00
1755,14:5,14,موسى,direct,1.00
1756,14:6,1,الله,direct,1.00
1756,14:6,14,موسى,direct,1.00
1756,14:6,31,فرعون,direct,1.00
1756,14:6,77,آل فرعون,direct,1.00
1758,14:8,1,الله,direct,1.00
1758,14:8,14,موسى,direct,1.00
1759,14:9,1,الله,direct,1.00
1759,14:9,4,نوح,direct,1.00
1759,14:9,56,قوم نوح,direct,1.00
1760,14:10,1,الله,direct,1.00
1761,14:11,1,الله,direct,1.00
1762,14:12,1,الله,direct,1.00
1768,14:18,145,الريح,direct,1.00
1769,14:19,1,الله,direct,1.00
1770,14:20,1,الله,direct,1.00
1771,14:21,1,الله,direct,1.00
1772,14:22,1,الله,direct,1.00
1772,14:22,53,الشيطان,direct,1.00
1774,14:24,1,الله,direct,1.00
1775,14:25,1,الله,direct,1.00
1777,14:27,1,الله,direct,1.00
1778,14:28,1,الله,direct,1.00
1780,14:30,97,النار,direct,1.00
1782,14:32,1,الله,direct,1.00
1782,14:32,163,البحر,direct,1.00
1784,14:34,1,الله,direct,1.00
1785,14:35,7,إبراهيم,direct,1.00
1785,14:35,153,الأصنام,direct,1.00
1788,14:38,1,الله,direct,1.00
1789,14:39,9,إسماعيل,direct,1.00
1792,14:42,1,الله,direct,1.00
1796,14:46,1,الله,direct,1.00
1796,14:46,164,الجبال,direct,1.00
1797,14:47,1,الله,direct,1.00
1800,14:50,97,النار,direct,1.00
1801,14:51,1,الله,direct,1.00
1810,15:8,51,الملائكة,direct,1.00
1832,15:30,51,الملائكة,direct,1.00
1833,15:31,52,إبليس,direct,1.00
1834,15:32,52,إبليس,direct,1.00
1853,15:51,7,إبراهيم,direct,1.00
1861,15:59,8,لوط,direct,1.00
1863,15:61,8,لوط,direct,1.00
1867,15:65,161,أُحد,direct,1.00
1869,15:67,88,المدينة,direct,1.00
1871,15:69,1,الله,direct,1.00
1880,15:78,63,أصحاب الأيكة,direct,1.00
1882,15:80,102,الحجر,direct,1.00
1884,15:82,164,الجبال,direct,1.00
1893,15:91,80,القرآن,direct,1.00
1898,15:96,1,الله,direct,1.00
1902,16:1,1,الله,direct,1.00
1903,16:2,51,الملائكة,direct,1.00
1910,16:9,1,الله,direct,1.00
1915,16:14,163,البحر,direct,1.00
1919,16:18,1,الله,direct,1.00
1921,16:20,1,الله,direct,1.00
1924,16:23,1,الله,direct,1.00
1926,16:25,107,يوم القيامة,direct,1.00
1927,16:26,1,الله,direct,1.00
1928,16:27,107,يوم القيامة,direct,1.00
1929,16:28,1,الله,direct,1.00
1929,16:28,51,الملائكة,direct,1.00
1932,16:31,1,الله,direct,1.00
1933,16:32,51,الملائكة,direct,1.00
